,time,trackID,ERK_KTR,ndbErk,posx,posy,posz,meas.bin,ERK_KTR.resc,ERK_KTR.bin
79,80,1,0.8718,0.127366602,-3.64255504179467,-3.04393581947906,-21.3216661542307,0,0.0037000000000000366,0
80,81,1,0.8492,0.118760757,-3.30882996743137,-2.97713395184831,-21.1821246746041,0,0.0031999999999999806,0
81,82,1,0.8741,0.0,-2.91840589531396,-2.91598589192994,-21.1311259493123,0,0.0,0
82,83,1,0.8676,0.17211704,-2.62392505856803,-2.92118003080344,-21.1126196641328,0,0.0050000000000000044,0
83,84,1,0.8809,0.005163511,-2.41270268192145,-2.99174878066489,-20.9493997040382,0,0.00029999999999996696,0
84,85,1,0.8694,0.005163511,-2.27429985929529,-3.06783201230798,-20.5076473766114,0,0.00029999999999996696,0
85,86,1,0.8657,0.005163511,-2.27685884100527,-3.05586167909211,-19.9909951766274,0,0.00029999999999996696,0
86,87,1,0.8727,0.0,-2.35971069684686,-2.98417619565662,-19.7714800261711,0,0.0,0
87,88,1,0.8681,0.0,-2.42804638941411,-2.9369636318628,-19.7182568254069,0,0.0,0
88,89,1,0.8686,0.0,-2.52158259226039,-2.95879370026417,-19.6443532439029,0,0.0,0
89,90,1,0.8665,0.0,-2.67526581757432,-3.05022797099434,-19.5845847520099,0,0.0,0
90,91,1,0.8657,0.0,-2.78226222230401,-3.11594586773971,-19.4983001881398,0,0.0,0
91,92,1,0.8691,0.0,-2.88357736580061,-3.17499417960053,-19.362228165022,0,0.0,0
92,93,1,0.8707,0.0,-3.09865290108345,-3.28984008565771,-19.1318594342493,0,0.0,0
93,94,1,0.8511,0.0,-3.26832315313583,-3.33616267638607,-18.8630942266755,0,0.0,0
94,95,1,0.8458,0.0,-3.32324307198912,-3.31097471770579,-18.7481965267886,0,0.0,0
95,96,1,0.8704,0.0,-3.36301906724601,-3.30600737380437,-18.7280407315035,0,0.0,0
