,time,trackID,ERK_KTR,ndbErk,posx,posy,posz,meas.bin,ERK_KTR.resc,ERK_KTR.bin
1291,47,11,0.9305,0.0,-17.5351035164027,3.51374074716693,-11.7221444736229,0,0.005499999999999949,0
1292,48,11,0.9248,0.0,-17.6101984480616,3.39032428437679,-11.8274405206777,0,0.0030000000000000027,0
1293,49,11,0.928,0.0,-17.5412205533613,3.36624416224978,-11.9213301713988,0,0.0,0
1294,50,11,0.9232,0.0,-17.3612222818121,3.44386174990072,-11.9845083837094,0,0.0,0
1295,51,11,0.9209,0.0,-17.3034656875321,3.52574692829596,-12.0075214830825,0,0.0,0
1296,52,11,0.9363,0.0,-17.3280551717145,3.58797078521821,-12.0748695182436,0,0.009599999999999942,0
1297,53,11,0.9346,0.0,-17.2822823225592,3.65087334246586,-12.303932494522,0,0.009599999999999942,0
1298,54,11,0.9132,0.0,-17.2725584962712,3.70724149439093,-12.6029579035892,0,0.0023999999999999577,0
1299,55,11,0.9274,0.0,-17.3570149343243,3.75124658763331,-12.7846013764967,0,0.0023999999999999577,0
1300,56,11,0.9384,0.0,-17.4466750010671,3.78967394978815,-12.8349552999397,0,0.0023999999999999577,0
1301,57,11,0.915,0.0,-17.5547420761891,3.83677414626913,-12.8286305201213,0,0.0036999999999999256,0
1302,58,11,0.9287,0.0,-17.7161141176682,3.88722372297568,-12.8736668100343,0,0.0,0
1303,59,11,0.8931,0.0,-17.850004070576,3.91787478077946,-13.0254034822139,0,0.0,0
1304,60,11,0.9189,0.0,-17.8061709147237,3.95303527590913,-13.1943663335832,0,0.0,0
1305,61,11,0.957,0.0,-17.5179995994686,4.01933144663348,-13.3021869225934,0,0.0,0
1306,62,11,0.9233,0.0,-17.2429961853314,4.11062770632472,-13.265788275206,0,0.01529999999999998,0
1307,63,11,0.9385,0.0,-17.1547336244382,4.15654626792981,-13.1892633281224,0,0.013699999999999934,0
1308,64,11,0.9369,0.0,-17.0932311277525,4.06958951868464,-13.2273222797252,0,0.017999999999999905,0
1309,65,11,0.9239,0.0,-17.0110392738897,3.91335616318862,-13.3278130999524,0,0.006099999999999994,0
1310,66,11,0.925,0.0,-17.0355400659581,3.85427324117656,-13.3634711464047,0,0.007000000000000006,0
1311,67,11,0.9111,0.0,-17.1505465650755,3.88201022282072,-13.3589390537538,0,0.0,0
1312,68,11,0.913,0.0,-17.2620623022091,3.89950728691621,-13.4087393621265,0,0.0,0
1313,69,11,0.9169,0.0,-17.3287457191817,3.9059022144366,-13.5186572394429,0,0.0,0
1314,70,11,0.9391,0.0,-17.4181383703216,3.90226427854672,-13.634796579618,0,0.0,0
1315,71,11,0.8786,0.0,-17.666199760898,3.84091055772988,-13.7430687785796,0,0.0,0
1316,72,11,0.8981,0.0,-17.9688018768035,3.77049965138633,-13.8583609707945,0,0.0,0
1317,73,11,0.9172,0.0,-18.1043989245761,3.73656669501344,-13.9756797248891,0,0.0,0
1318,74,11,0.9127,0.0,-18.205934090189,3.69525175959193,-14.025855897584,0,0.0,0
1319,75,11,0.8945,0.0,-18.3682890036751,3.62035195048493,-13.9573566204325,0,0.0,0
1320,76,11,0.9244,0.0,-18.398622908342,3.5624454995602,-13.7751030403795,0,0.0,0
1321,77,11,0.8948,0.0,-18.2841310318834,3.5501284880085,-13.5343739223313,0,0.0,0
1322,78,11,0.9092,0.0,-18.1657023867489,3.56806684749448,-13.3220281380422,0,0.0,0
1323,79,11,0.8923,0.0,-18.0458234229356,3.60851405567736,-13.2174464499802,0,0.0,0
1324,80,11,0.9134,0.0,-17.911075356042,3.61163456034568,-13.2724699487899,0,0.0,0
1325,81,11,0.9304,0.0,-17.712289256017,3.55551803049018,-13.4120520414189,0,0.0,0
1326,82,11,0.9107,0.0,-17.587729270903,3.49116805707804,-13.4670366188309,0,0.0,0
1327,83,11,0.9159,0.0,-17.5509346315033,3.44759906330387,-13.3551278408461,0,0.0,0
1328,84,11,0.9514,0.0,-17.578794578253,3.39858131935584,-13.121261853822,0,0.0,0
1329,85,11,0.8828,0.0,-17.7683319070597,3.33113798325718,-12.9896907580801,0,0.0,0
1330,86,11,0.8985,0.0,-17.8846800780361,3.28318167305527,-13.0369131386319,0,0.0,0
1331,87,11,0.9122,0.0,-17.7035467392263,3.27879724186498,-12.9910816570324,0,0.0,0
1332,88,11,0.9251,0.0,-17.4541503165399,3.30343794749999,-12.80905783799,0,0.0,0
1333,89,11,0.9063,0.0,-17.2514479856866,3.38419078369628,-12.6916258785073,0,0.0,0
1334,90,11,0.8829,0.0,-17.0667630485664,3.48949045696628,-12.6701232434092,0,0.0,0
1335,91,11,0.9056,0.0,-16.9202497597296,3.51982852469323,-12.5916751456616,0,0.0,0
1336,92,11,0.9165,0.0,-16.7901426384984,3.4730681673414,-12.3422499803969,0,0.0,0
1337,93,11,0.9347,0.0,-16.7009089951658,3.3864887778734,-11.9383068444541,0,0.0,0
1338,94,11,0.9356,0.0,-16.634195499044,3.3055084213451,-11.5848393381111,0,0.0007000000000000339,0
1339,95,11,0.9521,0.0,-16.5876908298288,3.25437866586694,-11.3999912520781,0,0.0,0
1340,96,11,0.9347,0.0,-16.5694864644615,3.21968472254813,-11.2990374575755,0,0.0019000000000000128,0
1341,97,11,0.9375,0.0,-16.5086437604972,3.23555180090363,-11.2262314731715,0,0.0,0
1342,98,11,0.9501,0.0,-16.4808072756251,3.2570734259621,-11.1514382458359,0,0.0,0
1343,99,11,0.9349,0.0,-16.6023253013358,3.17880247899197,-11.1350129524832,0,0.005499999999999949,0
1344,100,11,0.943,0.0,-16.7761363187856,3.05653136167161,-11.1555900500197,0,0.0,0
1345,101,11,0.9328,0.0,-16.9299601216582,2.96642971752953,-11.034070334968,0,0.0,0
1346,102,11,0.9391,0.0,-17.1140954083305,2.86325195165862,-10.6600086333133,0,0.0,0
1347,103,11,0.9806,0.0,-17.2140973389357,2.74031713136293,-10.1040153413717,0,0.04149999999999998,0
1348,104,11,1.0089,0.0,-17.0916578454774,2.67450033267095,-9.74714003211278,0,0.06789999999999985,0
1349,105,11,1.007,0.0,-16.9148075680203,2.64970259614039,-9.901156233513,0,0.06789999999999985,0
1350,106,11,0.9709,0.0,-16.9344837526832,2.5278982345344,-10.2297056160031,0,0.060899999999999954,0
1351,107,11,1.0,0.0,-17.122545109599,2.32775628535719,-10.3084037040429,0,0.05379999999999996,0
1352,108,11,0.9929,0.0,-17.4157251250588,2.1757199666081,-10.1730473376898,0,0.05379999999999996,0
1353,109,11,0.9621,0.0,-17.6404453203258,2.0735181678776,-9.94485287794486,0,0.0522999999999999,0
1354,110,11,0.9914,0.0,-17.6812708425273,2.02796662790664,-9.62710720465808,0,0.026599999999999957,0
1355,111,11,0.9657,0.0,-17.7718869768868,1.90785906125229,-9.27737368646005,0,0.04519999999999991,0
1356,112,11,0.9843,0.0,-17.8368096868677,1.73050485265943,-8.96829103841166,0,0.04519999999999991,0
1357,113,11,0.9895,0.0,-17.7834923310913,1.5956703534377,-8.68198885328997,0,0.04519999999999991,0
1358,114,11,0.9565,0.0,-17.7224886407399,1.4253810395955,-8.32351778846052,0,0.04679999999999995,0
1359,115,11,0.9859,0.0,-17.6691068035806,1.2347677004254,-7.84866464177696,0,0.045499999999999985,0
1360,116,11,0.9846,0.0,-17.7032834056969,1.15324998961441,-7.34661829718945,0,0.04679999999999995,0
1361,117,11,1.0017,0.0,-17.8608850678726,1.20964143705199,-6.92576551727789,0,0.045499999999999985,0
1362,118,11,0.9707,0.0,-17.8984278480665,1.27372756755347,-6.81136124706715,0,0.03159999999999996,0
1363,119,11,0.9674,0.0,-17.793612248799,1.27740432613816,-6.79655447676739,0,0.03159999999999996,0
1364,120,11,0.9844,0.0,-17.6740017648093,1.29315482292725,-6.55141101573393,0,0.03809999999999991,0
1365,121,11,0.9772,0.0,-17.5890718217085,1.33200747235272,-6.23572668741383,0,0.03809999999999991,0
1366,122,11,0.9645,0.0,-17.5265642747838,1.33794008555321,-6.10035752985792,0,0.025399999999999978,0
1367,123,11,0.9612,0.0,-17.46730741999,1.41851267049353,-5.9553601961635,0,0.02210000000000001,0
1368,124,11,0.9423,0.0,-17.4326137780001,1.6231255236661,-5.54956780607058,0,0.02210000000000001,0
1369,125,11,0.9786,0.0,-17.399791387641,1.79712204151457,-5.070256663839,0,0.007400000000000073,0
1370,1,12,0.8644,0.0,-20.6701228524298,9.89751222500044,0.0125196711089744,0,0.0,0
1371,2,12,0.8496,0.0,-20.5899624122465,9.51988190443846,0.237374272939204,0,0.0,0
1372,3,12,0.8876,0.0,-20.4373830252817,8.81560450979981,-0.237598618987443,0,0.04621848739495798,0
1373,4,12,0.8787,0.0,-20.2197205140911,7.93961062155097,-0.857098682173332,0,0.08021390374331515,0
1374,5,12,0.9046,0.0,-19.9911347420872,7.42253691410066,-1.18057831384953,0,0.07219251336898405,0
1375,6,12,0.887,0.0,-19.7738354797483,7.39413478850623,-1.33884072647285,0,0.043544690603514,0
1376,7,12,0.8339,0.0,-19.5920163599077,7.50642588697065,-1.35169241458304,0,0.02062643239113812,0
1377,8,12,0.8821,0.0103795965,-19.4464842117592,7.53108397079569,-1.29240686108965,0,0.010313216195568848,0
1378,9,12,0.8794,0.020759193,-19.4759328319225,7.58618711390372,-1.31226353737315,0,0.0026737967914435556,0
1379,10,12,0.8767,0.0311387895,-19.5053814520858,7.64129025701175,-1.33212021365666,0,0.0,0
1380,11,12,0.874,0.041518386,-19.5348300722491,7.69639340011978,-1.35197688994016,0,0.0,0
1381,12,12,0.8943,0.0,-20.0177929260864,8.16156319500695,-1.64801764486594,0,0.0,0
1382,13,12,0.8756,0.013048636,-20.1386076624499,8.19454595641341,-1.74560380029459,0,0.03743315508021402,0
1383,14,12,0.8919,0.00118624,-20.153037002774,8.13067288066626,-1.76915922297033,0,0.014896867838044362,0
1384,15,12,0.8909,0.013048636,-20.1378516922803,8.06617704345376,-1.90513349081934,0,0.01871657754010701,0
1385,16,12,0.8933,0.00118624,-20.0387051157925,7.97715955068502,-2.23320256871613,0,0.012605042016807028,0
1386,17,12,0.881,0.0,-19.8709305170963,7.97459999125687,-2.51288447813012,0,0.0,0
1387,18,12,0.8907,0.0,-19.7509098038454,8.08725955573697,-2.61197144122561,0,0.0,0
1388,19,12,0.848,0.0,-19.687554443328,8.2030200286736,-2.58443033091097,0,0.0,0
1389,20,12,0.906,0.176749706,-19.5598718159011,8.29563976740176,-2.43964382775729,0,0.056531703590526824,0
1390,21,12,0.9057,0.180308416,-19.5012014621589,8.40517048805285,-2.29299645703401,0,0.05385790679908327,0
1391,22,12,0.9273,0.176749706,-19.6404733174344,8.52864376765058,-2.21846129816934,0,0.052711993888464176,0
1392,23,12,0.9002,0.111506522,-19.7732418508656,8.60039172961965,-2.12851913934892,0,0.0,0
1393,24,12,0.8463,0.111506522,-19.7836187517339,8.50834725947515,-2.02589731136596,0,0.0,0
1394,25,12,0.8666,0.0,-19.6397794555832,7.94660695232614,-1.78363221818838,0,0.0,0
1395,26,12,0.8681,0.0,-19.3693802834021,6.97668542166812,-1.377365009391,0,0.0,0
1396,27,12,0.9049,0.0,-19.2164612483432,6.43485273375453,-1.30834193400805,0,0.0,0
1397,28,12,0.9145,0.0,-19.2556200797517,6.67565386997172,-1.93507283938297,0,0.003819709702062646,0
1398,29,12,0.9133,0.0,-19.3027588674592,7.18620620171246,-2.73296817530174,0,0.004583651642475091,0
1399,30,12,0.9192,0.0,-19.2787149143036,7.53126691590267,-3.16574424096858,0,0.017952635599694563,0
1400,31,12,0.9391,0.013121272,-19.2171223351451,7.80283247083256,-3.36090217599944,0,0.0760122230710467,0
1401,32,12,1.0019,0.262823075,-19.1605243020138,8.12291221866383,-3.43908859365811,1,0.3093964858670739,1
1402,33,12,1.1313,0.777336001,-19.1719567515435,8.46413073359795,-3.36227389261234,1,0.8036669213139798,1
1403,34,12,1.1827,0.990854859,-19.2985430038551,8.77886120553613,-3.2484106162124,1,1.0,1
1404,35,12,1.1863,1.0,-19.5288919992698,8.85625611335555,-3.27610997202586,1,1.0,1
1405,36,12,1.1126,0.72445327,-19.7072879392363,8.68896287950965,-3.43389027018322,1,0.7322383498854086,1
1406,37,12,1.0637,0.088270381,-19.7347997215774,8.59278750794241,-3.54250197707004,0,0.5454545454545455,1
1407,38,12,1.0466,0.066998012,-19.6603510678401,8.54932537326795,-3.5668855012065,0,0.4801375095492739,1
1408,39,12,1.0203,0.360636175,-19.6058309383875,8.49108668664208,-3.62152923004719,1,0.3796791443850264,1
1409,40,12,0.9843,0.222266406,-19.5985047128928,8.6071754255887,-3.77813230661669,0,0.24216959511077119,1
1410,41,12,0.9438,0.075944334,-19.5322649421874,8.92574190552064,-4.00850461935089,0,0.09205500381970973,0
1411,42,12,0.9463,0.075944334,-19.4653505275037,9.29672856740695,-4.23885064276222,0,0.09090909090909106,0
1412,43,12,0.9466,0.07713718,-19.4094285645214,9.47397891510456,-4.49335097504285,0,0.09205500381970973,0
1413,44,12,0.9597,0.093439363,-19.3326453081394,9.32573956398304,-4.65958362467079,0,0.0993124522536288,0
1414,45,12,0.9485,0.102186881,-19.3433586254623,9.08347791541211,-4.56501464601888,0,0.0993124522536288,0
1415,46,12,0.9272,0.017495031,-19.425202212357,9.05802275815084,-4.3794495568879,0,0.017952635599694563,0
1416,47,12,0.9222,0.017495031,-19.3721514768337,9.21657969151059,-4.3877931796509,0,0.016806722689075897,0
1417,48,12,0.9641,0.0,-19.2391345193637,9.26576194837512,-4.58090836886727,0,0.0,0
1418,49,12,0.9089,0.0,-19.1555562467221,9.24094404651153,-4.81296757768287,0,0.0,0
1419,50,12,0.9209,0.0,-18.9975048890422,9.38739503264305,-5.0999528242728,0,0.0,0
1420,51,12,0.9312,0.0,-18.8097186003189,9.53337063521149,-5.36394843194214,0,0.0,0
1421,52,12,0.9113,0.015904572,-18.7586617879506,9.50430104328497,-5.4462366524591,0,0.013368983957219473,0
1422,53,12,0.9493,0.0,-18.8615901277785,9.44351668316917,-5.41819911139077,0,0.0,0
1423,54,12,0.9123,0.08588469,-19.0682073092274,9.4515128338477,-5.41135774024269,0,0.06913674560733385,0
1424,55,12,0.9503,0.028429424,-19.2009823782328,9.50256322098701,-5.50472560355738,0,0.0,0
1425,56,12,0.9358,0.023061629,-19.0686140583644,9.63392810789348,-5.7311330490593,0,0.001527883880825313,0
1426,57,12,0.9362,0.009145129,-18.8027759720154,9.79807881131086,-5.99477706593236,0,0.0,0
1427,58,12,0.9296,0.0,-18.6614864712847,9.88987393198803,-6.22245304754264,0,0.0,0
1428,59,12,0.9225,0.0,-18.7530518456201,9.93681653719632,-6.40616856706805,0,0.0,0
1429,60,12,0.9015,0.0,-18.9502332806839,9.96822633863751,-6.54427836085101,0,0.0,0
1430,61,12,0.8969,0.0,-19.037202385351,9.95744488531338,-6.61868236953023,0,0.0,0
1431,62,12,0.9089,0.0,-19.0757358463544,9.89459407378348,-6.59147865282135,0,0.0,0
1432,63,12,0.9143,0.0,-19.1451936085967,9.79940368534825,-6.54235082192808,0,0.0,0
1433,64,12,0.904,0.0,-19.1024272865948,9.69043546359599,-6.63034634346751,0,0.0,0
1434,65,12,0.9075,0.0,-18.9763010700526,9.48889933478404,-6.76752550965293,0,0.0,0
1435,66,12,0.9228,0.0,-18.7963685337532,9.38570022856278,-6.87558802903109,0,0.0,0
1436,67,12,0.9491,0.0,-18.5861728094257,9.53523148929688,-6.99854035679728,0,0.0,0
1437,68,12,0.9225,0.0,-18.4122186914627,9.75974554107089,-7.13919046559331,0,0.0,0
1438,69,12,0.9177,0.0,-18.343975264071,9.87881812323901,-7.21748321181079,0,0.0,0
1439,70,12,0.9168,0.0,-18.4671234001091,9.90739961805973,-7.24010946179917,0,0.0,0
1440,71,12,0.9154,0.0,-18.7321411096733,9.91322802917474,-7.30528828580269,0,0.0,0
1441,72,12,0.9277,0.0,-18.9672647302842,9.96741022813752,-7.49677721263932,0,0.0,0
1442,73,12,0.9381,0.0,-19.0968380702845,10.0745543646394,-7.71863572421079,0,0.0,0
1443,74,12,0.9219,0.0,-19.1091944658675,10.149998444562,-7.80176336761678,0,0.0,0
1444,75,12,0.9432,0.019085487,-19.0317514932556,10.157150773174,-7.74093696981571,0,0.018334606569900786,0
1445,76,12,0.9866,0.191252485,-18.8701393532388,10.1392230683996,-7.64748613797169,0,0.18334606569900702,1
1446,77,12,1.0755,0.53757453,-18.6055500948156,10.1712378189188,-7.54018245244794,1,0.5099312452253626,1
1447,78,12,1.0759,0.530019879,-18.3323568098587,10.2164795012905,-7.41593516572218,1,0.5068754774637129,1
1448,79,12,1.0803,0.523459256,-18.1650316315157,10.1814505877283,-7.36551548307887,1,0.49885408708938134,1
1449,80,12,1.0404,0.382306159,-18.0461921653395,10.1253498895637,-7.43709270519864,1,0.36325439266615717,1
1450,81,12,1.0353,0.342544734,-17.9415175005435,10.1340158375182,-7.51185074024013,1,0.3143621084797561,1
1451,82,12,1.0094,0.209542736,-17.891780342465,10.1871211119681,-7.507137086771,0,0.18716577540106966,1
1452,83,12,1.0,0.153479129,-17.8594901238001,10.2396217282711,-7.37772904570435,0,0.14362108479755525,1
1453,84,12,0.9981,0.136381716,-17.8431337739434,10.2536004814918,-7.096462045949,0,0.1256684491978611,1
1454,85,12,0.9604,0.0,-17.8905290782595,10.2993814150455,-6.89779798460113,0,0.0,0
1455,86,12,0.9624,0.0,-17.950785549429,10.4176755410378,-6.91291395787049,0,0.0,0
1456,87,12,0.953,0.0,-17.9638012681775,10.5201656999312,-6.90387558094317,0,0.0,0
1457,88,12,0.9386,0.0,-17.9663788907619,10.5382254449815,-6.80123737350037,0,0.0,0
1458,89,12,0.942,0.0,-17.9406023157772,10.4772818934728,-6.63672673529578,0,0.0,0
1459,90,12,0.9333,0.0,-17.8430217838637,10.4043851238931,-6.40584386908577,0,0.0,0
1460,91,12,0.9384,0.0,-17.727015793367,10.3558806431326,-6.20236305334067,0,0.0,0
1461,92,12,0.9453,0.0,-17.6496245456751,10.2897775517907,-6.08115515048898,0,0.0,0
1462,93,12,0.9652,0.0,-17.6106983143142,10.2071356611882,-6.01687790919563,0,0.0,0
1463,94,12,0.9802,0.0,-17.5795824777084,10.1599529678717,-5.9287545425446,0,0.0,0
1464,95,12,1.0512,0.199801192,-17.5456816976307,10.0922645457733,-5.7447650910252,0,0.1883116883116879,1
1465,96,12,1.0615,0.228628233,-17.5288199138968,9.90237756914597,-5.49501943929704,0,0.21161191749427086,1
1466,97,12,1.0837,0.220079526,-17.5266018535111,9.67258601848077,-5.21924390798565,0,0.2051184110007634,1
1467,98,12,1.0631,0.209542736,-17.5355519048799,9.53087576072312,-4.9330437623588,0,0.1974789915966381,1
1468,99,12,1.0258,0.062823065,-17.5511215824742,9.48146991018008,-4.7115115658773,0,0.058823529411765,0
1469,100,12,1.0276,0.031411532,-17.5780420888084,9.49936858683366,-4.57993987317719,0,0.008403361344537737,0
1470,101,12,1.0114,0.0,-17.6206213107464,9.52971209401933,-4.45338665187799,0,0.0,0
1471,102,12,0.9963,0.0,-17.6037033150327,9.52805586313331,-4.22931907082769,0,0.0,0
1472,103,12,0.9962,0.0,-17.499866526847,9.54945117261502,-3.9113588161245,0,0.0,0
1473,104,12,1.0019,0.0,-17.4314655171939,9.60759271120685,-3.59849070966327,0,0.0,0
1474,105,12,1.0236,0.0,-17.505545311178,9.6001584694413,-3.32358619798416,0,0.05423987776928949,0
1475,106,12,1.0519,0.112524852,-17.6925299792487,9.50712792747203,-3.05003315313052,0,0.1749427043544693,1
1476,107,12,1.097,0.314512908,-17.8817412686125,9.36784808112186,-2.81144446459134,1,0.36325439266615717,1
1477,108,12,1.1038,0.291848898,-17.9526014738852,9.24091177599944,-2.64537544988175,1,0.37051184110007623,1
1478,109,12,1.0944,0.300198793,-17.9364135990394,9.20342286565394,-2.44075826206888,1,0.3899923605805961,1
1479,110,12,1.1002,0.272763431,-17.9720121707074,9.22869668392713,-2.10821937264242,1,0.3682200152788389,1
1480,111,12,1.0739,0.187673956,-18.0446755057453,9.2849853354707,-1.78317314061109,0,0.28991596638655487,1
1481,112,12,1.0293,0.006759443,-18.0468755729844,9.44004294541747,-1.58985097664634,0,0.11955691367456112,1
1482,113,12,1.0122,0.00417495,-17.9970697665171,9.70112107820687,-1.42150524407045,0,0.11955691367456112,1
1483,114,12,1.0307,0.0,-17.9534811699363,9.94160919372713,-1.13660022255677,0,0.05423987776928949,0
1484,115,12,1.0061,0.0,-17.879343641153,10.0660269168153,-0.78992894406395,0,0.03093964858670739,0
1485,116,12,0.992,0.0,-17.7625767358364,10.0684301464651,-0.472315637174803,0,0.0,0
1486,117,12,0.993,0.0,-17.6750881094339,9.90377912067157,-0.104577755761084,0,0.0,0
1487,118,12,0.9919,0.0,-17.6664134392835,9.56506395498463,0.344237348221164,0,0.0,0
1488,119,12,0.998,0.0,-17.7076777766237,9.25186189611072,0.780857910191498,0,0.0,0
1489,120,12,1.0337,0.0,-17.7652170545737,9.08806197477354,1.19118024681605,0,0.11802902979373539,1
1490,121,12,1.0289,0.015705766,-17.856492317767,8.98845275026625,1.55900542145599,0,0.1428571428571432,1
1491,122,12,1.0447,0.003578529,-17.9663512596685,8.88536252719171,1.83793460399947,0,0.12948815889992374,1
1492,123,12,1.0302,0.050497018,-18.0012445938399,8.80360498984258,2.09196452268935,0,0.18716577540106966,1
1493,124,12,1.042,0.050497018,-17.9223602978015,8.78312203516507,2.40199875683616,0,0.18716577540106966,1
1494,125,12,1.0515,0.088270381,-17.7993108833002,8.82685357171865,2.6757445377275,0,0.19098548510313232,1
1495,1,14,0.7432,0.0,-5.59143239481193,-0.760110694469471,-7.60923573668259,0,0.0,0
1496,2,14,0.8609,0.0,-5.41211496045104,-0.984057981432314,-7.28152549263512,0,0.0,0
1497,3,14,0.7061,0.0,-5.26755621053816,-1.13796492384494,-7.58042522124297,0,0.10070000000000001,1
1498,4,14,0.8762,0.0,-5.18081189871397,-1.34047783014214,-8.11995137578155,0,0.015900000000000025,0
1499,5,14,0.7761,0.0,-5.0756865686461,-1.6657271559907,-8.50265831183064,0,0.011900000000000022,0
1500,6,14,0.7649,0.110410094,-4.87947045849435,-1.92683738344971,-8.76884976455553,0,0.01090000000000002,0
1501,7,14,0.7836,0.0,-4.72708178761325,-2.0280236601493,-8.83808053372967,0,0.0,0
1502,8,14,0.7652,0.0,-4.72245891198384,-2.04793388254583,-8.77258662918084,0,0.0,0
1503,9,14,0.7596,0.0,-4.69428226444738,-2.09304700450362,-9.04809880004011,0,0.0,0
1504,10,14,0.7602,0.0,-4.53516208891652,-2.1644465178889,-9.60966049047279,0,0.0,0
1505,11,14,0.8012,0.339116722,-4.48638153703062,-2.17548725495225,-9.72006551408816,1,0.025000000000000022,0
1506,12,14,0.7941,0.339116722,-4.68396244118016,-2.1572668434356,-9.28865476963384,1,0.025000000000000022,0
1507,13,14,0.7637,0.217665613,-4.89105999859998,-2.14389080630875,-8.82816955493193,0,0.017299999999999982,0
1508,14,14,0.7864,0.190063089,-4.93104534286078,-2.11096541854924,-8.71839719853537,0,0.013800000000000034,0
1509,15,14,0.7956,0.162460566,-4.87796728124008,-2.06990521439775,-8.7851615849916,0,0.013800000000000034,0
1510,16,14,0.7649,0.23107256,-4.72558335752084,-2.09570979240031,-8.91422856530908,0,0.02300000000000002,0
1511,17,14,0.8011,0.0,-4.61556859556422,-2.1518528167231,-8.99247927538848,0,0.0,0
1512,18,14,0.7668,0.0,-4.76635879509285,-2.17761566062808,-8.75521457682203,0,0.0,0
1513,19,14,0.7642,0.0,-4.96729193562166,-2.17963600294731,-8.48236308472507,0,0.0,0
1514,20,14,0.7756,0.0,-5.03799861720554,-2.16893250774355,-8.3840689054867,0,0.0,0
1515,21,14,0.7611,0.0,-5.02722688981686,-2.1543392612965,-8.35611924112923,0,0.0,0
1516,22,14,0.7691,0.0,-5.03496382679811,-2.182383062671,-8.38314213452726,0,0.0,0
1517,23,14,0.7767,0.0,-5.11766337563664,-2.27495128753465,-8.42761696414378,0,0.0,0
1518,24,14,0.7608,0.0,-5.15683621669816,-2.35588333294358,-8.48112326742722,0,0.0,0
1519,25,14,0.7726,0.0,-5.08900337889427,-2.40877102985815,-8.61399587184972,0,0.0,0
1520,26,14,0.7858,0.0,-5.01589536887153,-2.46010850299189,-8.72639355497138,0,0.0,0
1521,27,14,0.7711,0.0,-5.05861918582611,-2.49133339116243,-8.70371611101564,0,0.0,0
1522,28,14,0.7961,0.003943217,-5.12939940402564,-2.5177645013829,-8.77887209563766,0,0.0,0
1523,29,14,0.8067,0.0,-5.18900171985686,-2.58568296439743,-8.95859180061152,0,0.0,0
1524,30,14,0.7943,0.083596215,-5.25107300519073,-2.64685064755203,-9.07167139472664,0,0.0,0
1525,31,14,0.8148,0.063880123,-5.1857903376799,-2.62435160215357,-9.24209295791357,0,0.0,0
1526,32,14,0.8231,0.0,-5.02889252006296,-2.56915310379685,-9.49205472032495,0,0.0,0
1527,33,14,0.8027,0.067034699,-4.94988083081379,-2.54655798860955,-9.65101364244128,0,0.0022000000000000908,0
1528,34,14,0.8211,0.017350158,-4.99599788609642,-2.57146376133246,-9.67745233493585,0,0.0,0
1529,35,14,0.8304,0.0,-5.14371910935387,-2.606075169142,-9.60287140181312,0,0.0,0
1530,36,14,0.8189,0.048895899,-5.33189655891209,-2.60427398851603,-9.48839771373286,0,0.0030999999999999917,0
1531,37,14,0.8242,0.0,-5.47652394800317,-2.57124674572541,-9.40923542963754,0,0.0,0
1532,38,14,0.8163,0.0,-5.53939783659987,-2.55719110563732,-9.43022667058901,0,0.0,0
1533,39,14,0.8288,0.036277603,-5.49305198087117,-2.56002076149222,-9.65979568874661,0,0.0,0
1534,40,14,0.8541,0.29574132,-5.334614210147,-2.52401982961145,-9.99066552732385,1,0.013299999999999979,0
1535,41,14,0.853,0.22712934,-5.19032908856852,-2.46577807730356,-10.1818830235348,0,0.014399999999999968,0
1536,42,14,0.8738,0.53785491,-5.25459800874206,-2.43635803040763,-10.1711425231713,1,0.03410000000000002,0
1537,43,14,0.8848,0.711356461,-5.40963944622044,-2.39559131545188,-10.0997083069973,1,0.04510000000000003,0
1538,44,14,0.8925,0.8328076,-5.51743298057505,-2.31363371672399,-10.1359001619614,1,0.05279999999999996,0
1539,45,14,0.9031,1.0,-5.60689468856049,-2.27440810536801,-10.2470214816942,1,0.06340000000000001,0
1540,46,14,0.909,1.0,-5.66238506989768,-2.31816409483744,-10.2920210835576,1,0.06340000000000001,0
1541,47,14,0.8869,0.732649863,-5.65985984495772,-2.35265937214093,-10.3092179753559,1,0.045700000000000074,0
1542,48,14,0.8739,0.515772879,-5.64013327283442,-2.31310303079874,-10.3423172299496,1,0.03270000000000006,0
1543,49,14,0.851,0.223974764,-5.58809054413762,-2.20806377858346,-10.4187947995639,0,0.014200000000000101,0
1544,50,14,0.8554,0.215299681,-5.50958455004453,-2.03643608879295,-10.6029617869995,0,0.0131,0
1545,51,14,0.8729,0.457413256,-5.44886205789558,-1.78535480793629,-10.8008532244932,1,0.028899999999999926,0
1546,52,14,0.8714,0.475552052,-5.48308249848401,-1.58610201988731,-10.9552410734545,1,0.029900000000000038,0
1547,53,14,0.8906,0.447949529,-5.63700759458281,-1.53155345734768,-11.0658997529436,1,0.02839999999999998,0
1548,54,14,0.8617,0.291798115,-5.79443408858448,-1.57494359472315,-11.0799952700379,1,0.018299999999999983,0
1549,55,14,0.8458,0.032334384,-5.8455586313589,-1.61488198498618,-11.0972718625071,0,0.0017000000000000348,0
1550,56,14,0.8434,0.01340694,-5.76178094679423,-1.56419101363138,-11.2784062621052,0,0.0,0
1551,57,14,0.8523,0.0,-5.67127726547854,-1.46338750485329,-11.4781280666302,0,0.0,0
